pair_id,user_id,user_org_id,clean_item_id,clean_item_org_id,noisy_item_id,noisy_item_org_id,clean_predictive_variance,noisy_predictive_variance,predictive_variance_delta,clean_top20_dimension_share,noisy_top20_dimension_share,clean_normalized_entropy,noisy_normalized_entropy
4764,15733,AHQWVZX5NUI2JSWTHGECY575VE4A,5166,B09KVQGK6K,4554,B08KNPW5LR,40.511138916015625,41.32976531982422,0.8186264038085938,0.35896959651656185,0.3646031904001112,0.9763633579469337,0.9746758640425385
4765,12216,AGWSNEKUK5YJ6IYE275QAVFSXBFQ,7064,B0BZ4XPHTN,7503,B0C7KXKM8V,39.804405212402344,41.063255310058594,1.25885009765625,0.3365427606842053,0.34888354730834426,0.9824266527180091,0.9788669642629323
4766,2168,AEKFUXV46CWXN47WLVZW5YMXRSPQ,248,B001BXREG8,5444,B09SZS5XBK,39.022789001464844,39.43117904663086,0.4083900451660156,0.3464382712708881,0.3556684209101025,0.9810490271808107,0.97983880102769
4767,4605,AF4OT4JFCWDCQYYUSABLCT6E7MCQ,3805,B07Q249HND,5218,B09M892SKC,38.93167495727539,39.70490264892578,0.7732276916503906,0.34367642655052244,0.3439639073827157,0.9819901609614895,0.9824562913636401
4768,927,AEAZDFMVZJLUQUHNPZBQVOAXKI2A,4214,B084DW5PZY,2682,B01M2YKYY2,41.33172607421875,40.212677001953125,-1.119049072265625,0.33293153220015714,0.3416514933899565,0.9836848687293169,0.9807050408741406
4769,10830,AGMVWK6OOJCBK5CEHZQU4CDEMPEQ,2171,B011F7JK52,262,B001E4VTD8,37.729286193847656,41.28742218017578,3.558135986328125,0.33003958067084593,0.35303675570711995,0.9836387061505859,0.9774819301714353
4770,9027,AG6WFGICTS2OWBNW63TZZVSQSP3A,3383,B07DGH3QGF,2624,B01J94K9OY,39.55482482910156,37.71592330932617,-1.8389015197753906,0.3270241210121931,0.32151182263275446,0.9850193453373917,0.9867389852117688
4771,16770,AHYUZ3SRZR6JKFIINGLBAN5MFJXQ,1708,B00L6A7PB0,2456,B01C4CLLKE,37.429443359375,35.03325653076172,-2.3961868286132812,0.3016581255313733,0.2839232305967202,0.989398359722937,0.9926523402432386
4772,3429,AETVOJ672RTZGEQUXH64IF4AYCWA,402,B002UXQRNO,4194,B083QJQJYF,39.957489013671875,39.42182540893555,-0.5356636047363281,0.3761334137392208,0.3812456620944971,0.9695067808706156,0.9711339168425561
4773,7646,AFUTPY2FBJIAZPZHSY2A3NEBZPKQ,248,B001BXREG8,3794,B07PS18BLN,39.35559844970703,41.11921310424805,1.7636146545410156,0.3253643326901617,0.32852016874447393,0.984686782945371,0.984860516152097
4774,12356,AGXVXS5Y4KRMFRQGTN2ABHC66YVQ,886,B006Z2BZBU,2434,B01BKHB7FI,36.643741607666016,39.82206344604492,3.1783218383789062,0.3245642731990992,0.3510496330568406,0.9865473519478697,0.9821118547212944
4775,10524,AGKLJASABEPN6SGEORH7GLL3BDYQ,2061,B00W28NBNG,3472,B07FP4YRFR,38.601871490478516,39.337249755859375,0.7353782653808594,0.35291155070916236,0.33388751576859826,0.9802066068144549,0.9834519231494551
4776,13288,AH6IHC6KJAIZBXUVHB4DAH6G4LSQ,5164,B09KV71MNC,5579,B09WXVYR6L,40.167118072509766,41.02299880981445,0.8558807373046875,0.3801114337363798,0.37414071376226166,0.9736258673192778,0.9738585095214795
4777,687,AE7BPXS3CE2PVKWJM2B44FLCP62A,1533,B00HDC1A7U,5780,B0B2J7WQCB,38.26850128173828,41.11405944824219,2.8455581665039062,0.33097940117786784,0.35015515938976405,0.9846629490581659,0.9797708079832291
4778,1231,AED6LTPDUYYGZQDB345F3NYIEVIA,5697,B09ZJDQ87Q,4598,B08N31JGRH,35.88565444946289,38.3115234375,2.4258689880371094,0.3279789533003399,0.33357069174204595,0.9853594483085811,0.9846122684528554
4779,15686,AHQNPUKTCRFV7GTNWSM5HY7SMKSA,5004,B09C2DS9ZB,5341,B09PQ2XVVR,37.06938171386719,37.4210205078125,0.3516387939453125,0.34963307683175876,0.32209165542295365,0.9792842739129102,0.986744652601991
4780,4002,AEYCJHIEWJU2OLRP52I3JXK2I7NA,5481,B09TV5H6Q5,7018,B0BXZDRVZM,38.67628479003906,40.95679473876953,2.2805099487304688,0.35039742996078,0.3705687206287215,0.9813901048666446,0.9750248867372855
4781,12679,AH2EBJFQ2TGA23CPYUEFFK4YTANQ,5061,B09G21LCCK,630,B004O9TTKA,36.813087463378906,37.6895751953125,0.8764877319335938,0.32584087364153297,0.32845703321300557,0.9845511684525707,0.9835419682576508
4782,9704,AGECFB3AOIPXBVOGL5W2J5NR2NTA,353,B002FB7FLY,4162,B082WJTFRR,39.86406707763672,40.47883224487305,0.6147651672363281,0.31320434596624014,0.3220227763947317,0.9877338919442255,0.987165369766371
4783,8762,AG4W7TVWNBFF5VKQHIT2SEU7VR2Q,1274,B00CBVHLWQ,2903,B0722LKTNJ,40.319664001464844,39.80840301513672,-0.511260986328125,0.3480112122983259,0.3323867688271654,0.9818502901054214,0.9854259793966
4784,3730,AEW6ZZIHVI4KE2TFP4GWFNLAZDMA,652,B004QZBEFK,6554,B0BN2KDF1X,35.7412109375,37.34408187866211,1.6028709411621094,0.32055194671821574,0.3291235993872096,0.9868910844527352,0.985267502281058
4785,12785,AH2YAIPKKUT6ZDYKJPBVMZHZAJYQ,3928,B07TFL8ZNR,2641,B01KH7YKC4,40.216339111328125,41.74552917480469,1.5291900634765625,0.34993339597548184,0.3577011411768175,0.9801301441348065,0.9765717457558312
4786,3632,AEVEXKKEIOEM5OH3XGSVMUR3VGBQ,6379,B0BJKVTZVT,4002,B07WKBLLVJ,37.2547607421875,37.754337310791016,0.4995765686035156,0.31499951735605847,0.31783687000972843,0.9887989504683405,0.9872711160793597
4787,3153,AERZ4MWW5YOUW5BR7OESYEV7IZOA,2385,B01ABQBIQW,6833,B0BTXYC9ZF,42.72618103027344,42.216453552246094,-0.5097274780273438,0.374658686594333,0.36546592738508754,0.9747807050999884,0.9760825075399238
4788,12054,AGVOSBUGFTASO6T2CLL4NI6KH5BA,5024,B09CJ2VJBW,1070,B009ERZDJ8,38.355560302734375,39.801944732666016,1.4463844299316406,0.31727811038091697,0.32683538441399435,0.9865665355514879,0.9860704283554717
4789,14277,AHG3QJZ4Y6VEYWXUE463YGUOE2NA,3056,B075XQ2XZ2,2946,B073XVQXCC,40.6569709777832,41.44768524169922,0.7907142639160156,0.3945437913259916,0.38664204033286553,0.9689669321510663,0.9712784746094402
4790,9515,AGCSHYPXXTY5BUYD2JAVVJWVFX3Q,5501,B09V4G8T43,3868,B07RQ1NHLN,40.10085678100586,40.62969207763672,0.5288352966308594,0.32064665625129246,0.3362798764475223,0.9853460701264032,0.9837686591721807
4791,1712,AEH75SVHNKZEU5JV36MCSCTSRFFA,319,B001TUZI3E,2200,B013P1LBT4,40.892822265625,42.415924072265625,1.523101806640625,0.3287892574706235,0.33501705438009644,0.9851237094237535,0.9830877171578851
4792,1816,AEHU623J5MUAKHSSG2WD5LOAOKDA,6047,B0B8T83BKP,7559,B0C9N3W41F,37.655067443847656,40.65546417236328,3.000396728515625,0.3312441323789314,0.35807780190987726,0.982746335911806,0.9749522812086439
4793,2342,AELSSOSXE3YISCYI4QTANZ5746YA,1122,B00A7NUARS,4604,B08NL9QHRS,37.08474349975586,37.91090393066406,0.8261604309082031,0.3528871784651135,0.3477352216491403,0.9769810227526188,0.9781786242271231
4794,1777,AEHNGYPXJ2RLWBN2WZ7F3ZFODNOQ,3269,B07C1GM6PL,6993,B0BXPCK4N9,36.81197738647461,36.680294036865234,-0.131683349609375,0.31892029513862885,0.31669617341153733,0.987400609327613,0.9876701088565971
4795,14350,AHGMBHAXL7JLR5C5J5ULEGWW36FA,6643,B0BQ3DKD35,3783,B07PMFV9JB,38.16793441772461,40.17424774169922,2.0063133239746094,0.3433460593112357,0.36329918986848736,0.979953553456644,0.9754492148131025
4796,12753,AH2RI27GXANYIY7DXPL3LSXQVQAQ,34,B000096QDC,687,B004YQLMGW,37.46129608154297,37.97760772705078,0.5163116455078125,0.30289219941696977,0.3216859794093402,0.9897418540405541,0.9864998065184825
4797,10274,AGIHPWHWMVHQEPMVPY3YQT4FMAVQ,3011,B0751G2X3N,6832,B0BTXMKTH2,41.76608657836914,42.055999755859375,0.2899131774902344,0.3586867271675862,0.3593613246653285,0.974015702061628,0.9719794238874255
4798,5992,AFI46KDJR3A5US6LKWSLJ6D5QH5Q,4121,B081SN9BFK,6855,B0BV971M2B,39.395416259765625,40.20923614501953,0.8138198852539062,0.3452968991640728,0.32944536328085133,0.9804962000032522,0.9834808773110021
4799,7442,AFTEO2L6GU4T5XD4VJDUOZABH4TA,6786,B0BT343P5N,4856,B094QGK71M,36.74102020263672,38.164093017578125,1.4230728149414062,0.3453598557701814,0.352475687274829,0.9815870314007658,0.979926333974612
4800,9976,AGGBM6K5XGC365UGVUT356YOXEPQ,1023,B008TA9X74,3304,B07CJX886R,39.59153747558594,40.03924560546875,0.4477081298828125,0.33231850661945755,0.33261670000746485,0.9842843964874031,0.9842234971650943
4801,16521,AHWSVMQ6XNFJ2TZRBC7ZEPXYTWHQ,1049,B0092Q01CU,1699,B00KTYXKGS,35.872291564941406,39.590545654296875,3.7182540893554688,0.3302771717436174,0.3447790569868015,0.9858499793494134,0.9805056567564818
4802,7177,AFR6AJQFJT46ED7XBC4E4JLIBWTQ,1051,B0092Q04F4,4714,B08VG3JML4,37.61772155761719,39.87394714355469,2.2562255859375,0.31046459308095037,0.3184899492677024,0.988809517744004,0.9875142834559197
4803,15738,AHQXUYGVLIYVLMZJMJJS5ESAOV7A,7614,B0CDJZ6GR9,7209,B0C35V56SP,37.502044677734375,41.60380935668945,4.101764678955078,0.3608317262976936,0.3810514643985147,0.9781803509501757,0.9700297476158776
4804,333,AE4L3GIEQ3JK242RDYVAS7ZI6C7Q,1960,B00R63I7CM,4593,B08MWPN4C5,40.39581298828125,40.59872055053711,0.20290756225585938,0.3336520218073486,0.3330516540736193,0.9821316794279545,0.9819312322259262
4805,11578,AGSBZP4DGR53YNOSBJD3QYJG5PZQ,5373,B09QQLPSY2,6004,B0B7MDH372,34.16925811767578,37.35391616821289,3.1846580505371094,0.33204995492992384,0.34530853280762924,0.9839163426155637,0.9807911733725923
4806,11993,AGVB2EEC74WQLTE3ADNOCBBWFVUA,2786,B01N7KEY4P,70,B00081MHI4,41.16083526611328,40.99785232543945,-0.16298294067382812,0.36157280873664027,0.37405299894548405,0.9777020669273694,0.9717647985362826
4807,6506,AFM4VAL2234LHX4SLUHUNJMFMVSA,6443,B0BKV9ZGLH,928,B007H9ATXK,35.585716247558594,39.44123458862305,3.855518341064453,0.3316330415664124,0.3402944873742169,0.984795383804777,0.9821132095351242
4808,3752,AEWDY4K26DYLXZNDV3SGHLSZNA6Q,7155,B0C1TF7MT7,4333,B088K2KQLN,36.56592559814453,38.812156677246094,2.2462310791015625,0.32421934181995826,0.3410434297871019,0.9856832383874214,0.9816791552845872
4809,10979,AGNU7YUVK3WGDRFXSV4TWZ7LGULA,414,B002ZDFVP4,2976,B0746GQ56P,39.45665740966797,38.824012756347656,-0.6326446533203125,0.3257864222730557,0.322671338148107,0.9855791350739765,0.9863120155550335
4810,13969,AHDRJYHQAENQEPV4SQ2S6LQEAAKA,3840,B07R4NTFFG,145,B000LPZTQY,38.76731872558594,38.82890319824219,0.06158447265625,0.35702481794264007,0.349738111676069,0.9780990524829338,0.9792406477972341
4811,2198,AEKNMPUXBMNMHDYWMLKOUTEY3LYA,4085,B07ZHX187X,315,B001RCJDIU,38.643333435058594,39.65977478027344,1.0164413452148438,0.32436433104617274,0.3412172243238902,0.9851141359947374,0.9824797142668763
4812,3006,AEQVOK3HNMIBI6KNXEX6V4XJPC3Q,2885,B071JS2PFL,5429,B09SHR92WS,40.94535827636719,41.246620178222656,0.30126190185546875,0.3299876808715623,0.33598935137113145,0.9843217080563653,0.9820642855984679
4813,6460,AFLRMVGQDVI6WHHLSUWU6L5SNBKA,935,B007KXO970,1597,B00ILITQ7G,39.31411361694336,40.79894256591797,1.4848289489746094,0.3374618890825505,0.3487123669009954,0.9839760993651536,0.9799506869344791
4814,8111,AFYK76ZGXINM534CRUOKGYDOUPLA,4196,B083R23185,112,B000G7YO5E,39.038700103759766,40.72739028930664,1.688690185546875,0.3674182084195279,0.3658579936813536,0.9745543842956975,0.9742455820585293
4815,6109,AFIWT2R7T46W3XKF5Q7MR5TBZK6Q,5422,B09S8PT9L6,5965,B0B6ZNS4KZ,33.638389587402344,34.547462463378906,0.9090728759765625,0.290091394897529,0.3009043662319482,0.9916456179358546,0.9905172211990605
4816,5650,AFFAR6XR6RDQYTRWLO3YI3GR6W3Q,3294,B07CCYVGL9,4933,B098HVC77Z,40.238346099853516,42.29859924316406,2.060253143310547,0.3420084233223509,0.33930624225778927,0.9826353465033733,0.9831695253621615
4817,14462,AHHI5F2FLAAMZKVWEA7L5QCRWCQQ,3810,B07Q7DC37W,4249,B085WQZZKB,35.977928161621094,38.57038879394531,2.5924606323242188,0.30681439600407223,0.33147346763644137,0.9886849638312206,0.9802262668712332
4818,15970,AHSOAGUSORGFP4BVNUGEAEHHLXAA,6356,B0BJ4HN6VC,3807,B07Q58VD9P,39.457618713378906,38.43987274169922,-1.0177459716796875,0.35362702526630535,0.34929640268228945,0.979670564519151,0.9819679368339089
4819,619,AE6PNFBE47KAKS6KYFJZZ5VNYHHQ,3798,B07PWWK5J8,4626,B08P8SLVVX,37.41205596923828,37.575401306152344,0.1633453369140625,0.3242620269305371,0.3262644802224286,0.9857039422623904,0.9855414528897152
4820,12568,AGZMHIFLPIUSZRW36IL7ICUWQS7A,3652,B07L5FC123,4244,B085NBY2YW,36.12029266357422,40.488616943359375,4.368324279785156,0.3134228258727294,0.3469651731897513,0.9877039798048619,0.9815095395626859
4821,12110,AGW4MI4J33W7QEEPWBCNRZB2QZXA,3748,B07NLT1C52,7344,B0C53MY7J9,39.49604797363281,39.169471740722656,-0.32657623291015625,0.35809837620184837,0.36568728918343935,0.9791826034805171,0.9760589082889707
4822,14212,AHFNCYCGPPKK54H7SHHL7GQNVUDA,3443,B07F6XFGWH,3004,B074XRLVXC,34.97947692871094,37.56260681152344,2.5831298828125,0.31878424654167115,0.34156534962787477,0.9869785796775161,0.9821445525134773
4823,16493,AHWO6VGMYEXNSBZVX2GIRIIXUCQQ,5344,B09PRJGZV4,6769,B0BSTZTFKG,34.72034454345703,37.162109375,2.4417648315429688,0.30241770982890037,0.32358440895997925,0.9886747964095938,0.9864424142838373
4824,14711,AHJFAH2PXYYILGF5QBSGFSJUPYBA,939,B007M4JKBW,5488,B09TWJYVH7,40.5245475769043,37.1883430480957,-3.3362045288085938,0.3656646390960234,0.3284833700478388,0.9737845835516415,0.9844445342451216
4825,14579,AHIFZQQJ4OQC7EI6PFTD2FG2IDHA,7334,B0C4WRZ5W4,388,B002UD65X6,42.85917663574219,42.59957504272461,-0.2596015930175781,0.33266909640590114,0.3385008667479883,0.9827839896901819,0.9825538557249285
4826,3053,AERAJF6QCHOOC4MJXQE5KF7M32FA,3045,B075QQ8VZW,7382,B0C5JMRGRD,36.67936325073242,35.42647933959961,-1.2528839111328125,0.3156224153726018,0.3175342011101252,0.9876352932818078,0.987496248542225
4827,14047,AHECTT4YLAD7DBKH2PNAQEHMEBCQ,3937,B07TSG87YD,5434,B09SPCSXWH,36.21704864501953,38.62997055053711,2.412921905517578,0.31255300387825574,0.34097658883959636,0.9884138812381126,0.9819396445986092
4828,9587,AGDBPYOOBEMKUQXFFB6H4E657YAA,6402,B0BK1TTNN8,728,B005DU1YW0,40.12213897705078,41.94824981689453,1.82611083984375,0.3325331453371719,0.33570981525543536,0.9843689309751584,0.9823492523899507
4829,9662,AGDW3YUECKX5DGFBCD5A4L3GFKHQ,6103,B0B9Z4ZWYF,4358,B089FB4559,40.24285888671875,40.40966033935547,0.16680145263671875,0.3908285087726649,0.39219227070391083,0.9651180390424114,0.96099405679246
4830,6228,AFJXQJWK7EP7Q5P4OVI3LAKAOGYQ,2830,B06X9MWL79,2655,B01LD1YVZ4,36.44701385498047,38.97039794921875,2.5233840942382812,0.300417741542401,0.31312169751325764,0.990405886183422,0.9882875281922753
4831,13074,AH4XZAKMO637HH4LEN3T4PYPE72Q,4436,B08DKWLF26,2316,B01831ZNMW,38.70524978637695,40.80937957763672,2.1041297912597656,0.3427763628766426,0.36569497704504067,0.9802266980916898,0.9770063322303677
4832,1933,AEILDLV5YJNUGMY5PYOPHRD436GA,3405,B07DPC4N7Z,6529,B0BMPB4W61,40.53173065185547,38.442909240722656,-2.0888214111328125,0.34081012824267964,0.3456408606143769,0.9829729671446913,0.9801701359762505
4833,7807,AFW5YOFT7PS5QO2GSMBW2KXHYCNA,3881,B07S71MDK6,5858,B0B4MRKP2D,39.881813049316406,40.26341247558594,0.38159942626953125,0.32802310021596753,0.33640661324864213,0.9822791831937934,0.9828527540293742
4834,14256,AHFY43IYDQ3Q6OL6P7YDZRTQARIA,2624,B01J94K9OY,3886,B07S9Y2G6N,37.07588195800781,38.72789764404297,1.6520156860351562,0.336047148083857,0.3557097075569005,0.9818401401469025,0.9787619334193469
4835,14683,AHJ6EHGBMWDMPEX4C65NPC53TRVQ,4797,B0914D1RQL,5239,B09ML1Z6SB,42.099124908447266,42.172210693359375,0.07308578491210938,0.33435398334217425,0.33312045990672406,0.9838783258563737,0.9836041598813242
4836,3664,AEVNT7PL2427YXOIWWPUDB53VYUQ,1224,B00BNEBL14,3469,B07FP1P98H,38.070289611816406,40.09260559082031,2.0223159790039062,0.33572362169155123,0.35509483904476136,0.9826259627168757,0.9788060597123366
4837,1610,AEGCCGM2QI5ZXHVGRSCWWIZCWRGA,79,B0009JOSNM,4881,B096FT1T84,38.52075958251953,39.21595764160156,0.6951980590820312,0.3421331474142502,0.3481187813816014,0.9827984033045721,0.9815738288302789
4838,14934,AHKWW7UAKEI3TIJYRHQEOXPV5JHQ,3762,B07NZZ4Z8B,3375,B07D75KSMH,36.16135025024414,35.82865905761719,-0.3326911926269531,0.3335988099606014,0.32549838089145394,0.9842024848743369,0.9859042882789495
4839,1517,AEFOW7RISVZSH57BQZKY4BBGEC6A,4229,B084SZ4BQB,5372,B09QQFHCXR,36.52011489868164,40.34678649902344,3.826671600341797,0.3339193535207853,0.34865334150643373,0.984765302415363,0.9818739190827781
4840,8301,AFZUG6V6C5UTP3V3TZJJSJGJTCJA,7359,B0C59SFGD4,4690,B08SWT2CZX,37.36809539794922,35.15912628173828,-2.2089691162109375,0.3426697336065932,0.3249205868912668,0.9820338903562752,0.9860331815793975
4841,11800,AGTV3FPQTUHLGUBBRQPFAT6WFQYA,3842,B07R5VZ76T,1868,B00OTXUO0A,37.952003479003906,38.76280975341797,0.8108062744140625,0.3903815995379686,0.3780527272894013,0.9725778868436846,0.9748801675913776
4842,14062,AHEGUI7KBT4YLGGLHPXB2YUGO5VA,4235,B0857K6TMK,5360,B09Q9D3X1Y,41.02496337890625,41.1767692565918,0.15180587768554688,0.3456155550753764,0.3468478628896427,0.9784437243465666,0.9782620825325442
4843,4303,AF2HV3JRC7AUG7NPYXUED4ZMZXMQ,7401,B0C5S9H6LQ,3924,B07TDMRV5V,36.377079010009766,38.51243591308594,2.135356903076172,0.32705178160115356,0.3346658909833657,0.9854651331216968,0.9836608037400021
4844,10885,AGN7SYQRI4GUC6IKOUBG7AOI25YA,1572,B00HZFJQ12,2575,B01GZHTPNY,35.178306579589844,40.824119567871094,5.64581298828125,0.3145183265324575,0.33978815463049916,0.9885242624075923,0.9826423839275764
4845,11574,AGSBKJ4O4JTEKKKKMNDD4B6AWH3A,3654,B07L5HFYXQ,1279,B00CHZOECQ,35.9197998046875,36.568843841552734,0.6490440368652344,0.31998904907901476,0.3330335588390493,0.9876776262265383,0.9845701841954548
4846,6184,AFJMNTRF2WW7NPWRG7TZLLCMMATA,1545,B00HLUXOVY,6196,B0BDWKR5DJ,41.82550811767578,41.0222053527832,-0.8033027648925781,0.3494288306196508,0.3397751720451718,0.9775641251309514,0.9793550327455546
4847,2596,AENPFFAIQ75VTJYM6BCEKB5WWWJQ,7349,B0C54J5D2B,5470,B09TLQH4S4,35.65973663330078,36.36592483520508,0.7061882019042969,0.30782313595468874,0.3155882912718674,0.988828061614678,0.9868461777033197
4848,13740,AHC42UMLTHBYSA6RPKA7LNFDI7HA,7091,B0BZK9RP2Y,4059,B07Y5QZ3YM,36.4576301574707,40.55077362060547,4.093143463134766,0.30107556846130334,0.346257373971382,0.9902489049547107,0.9811290856407444
4849,7011,AFPUV3FA6OY3UEZ7SLZ7CIBVIZKQ,3254,B07BSJ4PCJ,3067,B0767HK9HH,37.470909118652344,40.02323913574219,2.5523300170898438,0.3334706606193689,0.3331117124632976,0.9851450264802063,0.9840124434012668
4850,7640,AFUSUHHZNZUZVAI4THCTHMSFY5QA,1457,B00FXR5RY4,6182,B0BDF5X9KN,41.65309524536133,41.2812385559082,-0.371856689453125,0.35960775780918663,0.3617216099967716,0.9761465061523074,0.9781948312361588
4851,9573,AGD6KCS6IKHVU6736WOUHON5VXHQ,7255,B0C3RDQCL4,2845,B06XHNGQQ6,34.222503662109375,37.50840377807617,3.285900115966797,0.31898303360984415,0.33234491084557116,0.9889087290511566,0.9859042763975264
4852,4900,AF6XC4E3EQUHTIFENI7UCZZP2W3A,1345,B00DDMIXK6,4320,B0884FP7ST,40.66057586669922,38.73356628417969,-1.9270095825195312,0.3623483643924771,0.35418348011301454,0.9753519343743335,0.9812475913304863
4853,10211,AGI2OMRLTMQBEGOVOLNPFLPGIY2Q,4133,B0823C5F1F,7425,B0C665FQPM,38.21907043457031,37.455665588378906,-0.7634048461914062,0.324148458696395,0.3116035330786846,0.9849544825949853,0.98838556114292
4854,7288,AFS32ZSC6BWMEGHSNS3Q2LBCLUWQ,3790,B07PQMM114,3272,B07C2HRMRF,38.7818603515625,35.56413650512695,-3.217723846435547,0.3405601496882083,0.3285562238882023,0.9808501729041329,0.9849072354951013
4855,14442,AHHDMDKTSZSMCWMTEYWLBMX2RXTQ,3772,B07PD216ZP,2855,B06XW4YZ1X,37.81536102294922,39.926673889160156,2.1113128662109375,0.3008791322166883,0.3158332677747079,0.9893910857463407,0.9862745231047643
4856,14204,AHFLVPW4ZNIBX3QCBPOQTLA4YKUQ,130,B000I2WB6G,7464,B0C6P3X28P,41.14423370361328,38.86288833618164,-2.2813453674316406,0.34299103868750014,0.3441703789860842,0.9828605757272966,0.9814320364704968
4857,8461,AG2UR6JQMEBF72N3HZFO7TT5QU3A,2931,B07317NQKW,752,B005MFIRIK,36.79580307006836,37.944618225097656,1.1488151550292969,0.31741870165652947,0.3332285171723054,0.9868631887468506,0.9842917142432065
4858,7162,AFQXUO3G3P563OKXL5C27GBJT4AQ,1521,B00HB0WGAY,2626,B01JGPUEG4,35.646942138671875,37.92924880981445,2.282306671142578,0.33213133952817364,0.3556430167588402,0.9849933705158435,0.979598758186593
4859,6567,AFMMFSAKCQNECGOCIA5FYMVRXMGA,600,B004I110D8,1332,B00DBRVGXE,33.11394119262695,34.304100036621094,1.1901588439941406,0.3078325850623415,0.3120888295036564,0.9898559797621775,0.9892137898872613
4860,264,AE44WTUUZIC2SRH5MPSNTEZTZTAQ,5578,B09WWSX9P6,4740,B08WR2YZ4G,39.87995147705078,39.89874267578125,0.01879119873046875,0.35552641928868595,0.3497698969404285,0.9806972223582133,0.9810603612281238
4861,11714,AGT6E6L72BKLEEJGX4MPM2BW5IDA,675,B004VL2VRY,1588,B00I3WEXX2,38.10233688354492,38.784332275390625,0.6819953918457031,0.36003420955843785,0.3539847814258282,0.9749130392261114,0.9770956294869568
4862,5530,AFEBWDOZWXDOXF7TRCFTWKF6GS3A,5259,B09MVH241X,3101,B077BC96G5,38.530967712402344,41.66612243652344,3.1351547241210938,0.3557311463969819,0.3765926940720764,0.9806320735512871,0.975483274615501
4863,14338,AHGJFD4QNXTWUXQAHQG3IQ3VIIUQ,7021,B0BY3F3TLD,1001,B008CO606Y,39.07619857788086,38.568931579589844,-0.5072669982910156,0.3377258708723987,0.33454973864044796,0.977765762069154,0.9827959809063653
4864,5465,AFDUIJIPPWWTWZSHTC4B6K6DQZMQ,6490,B0BLXQXSGL,1877,B00OXMK2G8,41.184600830078125,41.502071380615234,0.3174705505371094,0.3693227528762309,0.385203473509146,0.9654907004011031,0.9625689702191709
4865,10716,AGM2QNWSUKRBQTUCHVPRWCIYSZ3Q,589,B004GTMSG0,2516,B01ET21WO2,34.97357177734375,37.864864349365234,2.8912925720214844,0.32896137419029536,0.33198412215963385,0.9823723029337899,0.9798988853579892
4866,3169,AES4RFSKTJ66SRFXESVI4FWDDU4A,3240,B07BPLJWT5,536,B0045I6IAO,35.927818298339844,34.48365020751953,-1.4441680908203125,0.3271363536456865,0.3123432825568628,0.9840585742565459,0.9871572558896531
4867,15420,AHOGGCCA4POHPPU5276EICL5M2BA,4001,B07WK7WZZF,7223,B0C385NQ5S,39.34871292114258,37.13727569580078,-2.211437225341797,0.32658149856101953,0.3077491261377062,0.9842467485894308,0.9889738089585487
4868,14296,AHG7M7DJ4PIBPOVWVOLXXJY5E55A,5822,B0B3JG8CRK,4367,B089TP291L,37.65351104736328,38.63361740112305,0.9801063537597656,0.31338813014030725,0.3186365380126793,0.9873728957401551,0.9868724524516177
4869,14465,AHHISNJH3ZT4KLFHVFD4SNIQRXZA,6737,B0BS5VDT3B,6531,B0BMPJL67X,37.959861755371094,39.1597785949707,1.1999168395996094,0.3358394283925018,0.33253957767564357,0.9836689329563154,0.9804344415982489
4870,16222,AHUMYCBWTDRYTUVNJ3HFT3TQPV4Q,2264,B01644ODF8,5605,B09XM4YPYJ,40.75645446777344,41.19425964355469,0.43780517578125,0.3466426431653158,0.3569148973940116,0.9793919895960218,0.9771740363937005
4871,4551,AF4BTIMDB7OPXPGHBCTCLFH3SYHA,3316,B07CNFKB7X,7244,B0C3KCLQFF,41.56473922729492,41.334495544433594,-0.23024368286132812,0.3556264314570373,0.3593121135773284,0.976320349446052,0.9779770354754235
4872,7202,AFRFJGGP6CP5ALZLV6SA5WQ74U6A,6145,B0BC7QX269,315,B001RCJDIU,42.38153839111328,42.552162170410156,0.170623779296875,0.3831892023476065,0.3664636484360929,0.9685568240859525,0.9754636767883753
4873,7715,AFVFH5MIWFTRUZQM3DC35NHVZ4PQ,7030,B0BYB3J2BY,6796,B0BTBFK5M6,38.152587890625,40.16770553588867,2.015117645263672,0.3627965260677323,0.37587330429974664,0.9761217586241515,0.9695312575209688
4874,8349,AG2A2VSEXDYMFRZAAM4PXQTAF67A,3441,B07F3Q518C,7099,B0BZKH3X7W,35.03972244262695,39.50483703613281,4.465114593505859,0.3146094389753133,0.3274178978770561,0.9882859584549397,0.9855936124010944
4875,168,AE3FQBJPG4D43V6SPFM55PKIRDMQ,6226,B0BFHP8JPG,1671,B00JRYTEBQ,35.561676025390625,38.60131072998047,3.0396347045898438,0.30654727764108924,0.31783358534908807,0.990243207564245,0.9878580535203122
4876,9527,AGCV6N4LVTEQVYSE3LXR3J2QB3EA,4103,B0816WB1QR,6757,B0BSMN85FY,39.97187805175781,39.971927642822266,4.9591064453125e-05,0.3473756811793119,0.3096678494580841,0.9821668355773333,0.9881855780695684
4877,1071,AEC2FM4RRXVLPWKYEKMGIO5IX7NQ,2172,B011IWWT02,3607,B07K96GZ76,37.88525390625,39.886497497558594,2.0012435913085938,0.31347010826085014,0.3414196809799843,0.9875538940519666,0.9801237405072852
4878,5288,AFCEUOVUXKLVRBUSG325BCDRSWQA,553,B004AHMCKA,1240,B00BS3LOH6,35.16502380371094,40.176673889160156,5.011650085449219,0.3159010936681654,0.3291190216494301,0.9873296065179809,0.9847648013197008
